Date,Ticker,Sector,Rank,Final_Score,ML_Score,Momentum_Score,Return_20,Return_60,RSI,Volatility,Volume_change,Signal_Summary
2020-01-31,AAPL,Technology,1,0.8958721170310595,0.009381225359145,0.2515214219991186,0.0304977641949917,0.2019806204490291,49.36886013354261,0.0176791037538897,0.5747464163757898,Final Score=0.896; ML Score=0.009; Momentum Score=0.252; 20D Return=0.03; 60D Return=0.202; RSI=49.369; Volatility=0.018
2020-01-31,NVDA,Technology,2,0.0281034145123758,0.0127067435230976,0.2123535085724842,-0.0145054222017423,0.123182921898737,43.02387273272449,0.0188258478208791,0.2750943188389834,Final Score=0.028; ML Score=0.013; Momentum Score=0.212; 20D Return=-0.015; 60D Return=0.123; RSI=43.024; Volatility=0.019
2020-01-31,MSFT,Technology,3,-0.0394485278045275,0.0122091009643826,0.1526315117601213,0.0598306618260082,0.1776547363100797,65.89201671755654,0.0129700957479026,-0.2995261398323562,Final Score=-0.039; ML Score=0.012; Momentum Score=0.153; 20D Return=0.06; 60D Return=0.178; RSI=65.892; Volatility=0.013
2020-02-28,NVDA,Technology,1,1.8367371599093925,0.0366676505557778,0.2737983931291087,0.0986941400608945,0.2906571543214187,55.870393340419845,0.0410958972673999,0.2502559531164499,Final Score=1.837; ML Score=0.037; Momentum Score=0.274; 20D Return=0.099; 60D Return=0.291; RSI=55.87; Volatility=0.041
2020-02-28,AAPL,Technology,2,0.7103334989884258,0.0438038556053343,0.0588743835475635,-0.1559576698278231,0.0348273075481213,22.030464874094537,0.0250904028494498,0.330326107840911,Final Score=0.71; ML Score=0.044; Momentum Score=0.059; 20D Return=-0.156; 60D Return=0.035; RSI=22.03; Volatility=0.025
2020-02-28,MSFT,Technology,3,0.0054626276472426,0.0225583560740644,0.0562480350510036,-0.0623336285944657,0.0833165576784764,28.56581671029454,0.0257932003979761,0.0411892043887356,Final Score=0.005; ML Score=0.023; Momentum Score=0.056; 20D Return=-0.062; 60D Return=0.083; RSI=28.566; Volatility=0.026
2020-03-31,NVDA,Technology,1,2.153163191874357,0.0018779875270534,0.2125098713968618,-0.0086125873672391,0.1166179615568301,53.727319571712634,0.0850332413556479,0.5773463599954836,Final Score=2.153; ML Score=0.002; Momentum Score=0.213; 20D Return=-0.009; 60D Return=0.117; RSI=53.727; Volatility=0.085
2020-03-31,MSFT,Technology,2,1.1965971291670794,-0.0294770769341636,0.0563454097969185,-0.0413348004378311,-0.0057369085319163,51.61213848569064,0.0705270034417345,0.2287422166088775,Final Score=1.197; ML Score=-0.029; Momentum Score=0.056; 20D Return=-0.041; 60D Return=-0.006; RSI=51.612; Volatility=0.071
2020-03-31,AAPL,Technology,3,0.2092509987195574,-0.0934425576706955,-0.0166061147818168,-0.1210770536129237,-0.1450425325352912,44.345174514034255,0.0643833460087348,0.1727957022534119,Final Score=0.209; ML Score=-0.093; Momentum Score=-0.017; 20D Return=-0.121; 60D Return=-0.145; RSI=44.345; Volatility=0.064
2020-04-30,NVDA,Technology,1,0.8786773625965119,0.0171271035712985,0.2423611794218032,0.202452034186167,0.1826974230918929,62.86290598485063,0.0407235041010186,-0.0085557548264585,Final Score=0.879; ML Score=0.017; Momentum Score=0.242; 20D Return=0.202; 60D Return=0.183; RSI=62.863; Volatility=0.041
2020-04-30,MSFT,Technology,2,0.6216712345628774,0.0294708544555379,0.1263315464317105,0.1781605811240223,-0.0050521231844818,63.28612283336773,0.0278894329532873,0.0504868718144699,Final Score=0.622; ML Score=0.029; Momentum Score=0.126; 20D Return=0.178; 60D Return=-0.005; RSI=63.286; Volatility=0.028
2020-04-30,META,Technology,3,0.1277295556665653,0.0096396356804934,0.0891190921135689,0.2826441032909077,-0.024400681849633,72.5826118524035,0.0322274319044196,0.0059972363968707,Final Score=0.128; ML Score=0.01; Momentum Score=0.089; 20D Return=0.283; 60D Return=-0.024; RSI=72.583; Volatility=0.032
2020-05-29,NVDA,Technology,1,2.023001133891932,0.0383498838551165,0.3642654987731461,0.2146571138268416,0.2478295537872847,67.13411182959534,0.0273286875268343,0.0140972328057302,Final Score=2.023; ML Score=0.038; Momentum Score=0.364; 20D Return=0.215; 60D Return=0.248; RSI=67.134; Volatility=0.027
